iteration,mean_wait,max_wait,min_wait,rate,type
30,10.434210879475273,37.90678102814036,3.540639762929459,1.8883333333333334,candidate
31,26.762784550118596,153.08061888817838,3.5102851395571406,2.165,candidate
31,32.118545857940774,157.01735457044015,3.5147429683549944,2.1708333333333334,candidate
32,10.865492015240056,35.89528907968611,3.543396533965506,1.91,candidate
33,9.562370849670396,27.034444426290975,3.527460310647257,1.5825,candidate
34,60.40455427838576,288.1079200102913,3.5348304071735583,2.4008333333333334,candidate
34,50.919971630080504,236.43754394345206,3.5202502376876055,2.3875,candidate
34,42.26928125165375,218.52825953333877,3.5063594735897823,2.3375,candidate
34,41.05215790020203,228.85292199594096,3.546666568892988,2.3475,candidate
34,47.850907984228606,248.3368587673076,3.551426444725621,2.3975,candidate
35,15.515193718080713,64.06594462036583,4.537554609629751,2.0366666666666666,candidate
36,52.67008952455503,264.2520084204407,3.542074751067503,2.3808333333333334,candidate
36,48.351429343112066,235.00135264582605,3.5039905581584208,2.404166666666667,candidate
36,47.7752951566039,247.890814089561,3.5140199362658677,2.3833333333333333,candidate
36,64.92176853912606,285.8786822231409,3.555484402522552,2.5391666666666666,candidate
36,64.27197279854208,305.0828941573418,3.552949647709056,2.4716666666666667,candidate
36,85.61759245353747,398.61405978789753,3.5204975491919868,2.555,candidate
36,51.105551947501624,273.07855668661296,3.545936411737614,2.4766666666666666,candidate
36,67.76938505981482,335.55237842061933,3.5375921381887565,2.4433333333333334,candidate
36,61.815246207236115,302.2466575333551,3.505833460604663,2.4791666666666665,candidate
36,49.055588456781976,235.85923392388804,3.5283982743344495,2.4033333333333333,candidate
36,49.154413985083096,253.54552067980194,3.5257886844066206,2.4625,candidate
36,46.608528361945645,245.9539483096355,3.520637745458089,2.3983333333333334,candidate
37,9.98031659233659,30.389258154429854,3.565322116543939,1.7275,candidate
38,10.072745045610697,30.493060145772233,3.5614838670712743,1.8066666666666666,candidate
39,12.071267813431204,47.900938762416445,3.513442506750607,1.9425,candidate
40,10.0295192809781,32.00838006171625,3.5434136234944162,1.7483333333333333,candidate
41,9.810097162404082,27.79995867263051,3.5226983539382672,1.6708333333333334,candidate
42,9.701806652284965,24.69025317921023,3.517377998872007,1.6566666666666667,candidate
43,15.243603291107908,66.04657140354902,3.5386995557507817,1.9691666666666667,candidate
43,13.242921213504971,55.74335629308871,3.520894423672189,2.0241666666666664,candidate
44,54.79927420793749,267.70007423529296,3.5237636892211412,2.4341666666666666,candidate
44,57.597613872612534,281.3452965468855,3.5122498628693393,2.49,candidate
44,77.93002244695761,358.96170874595555,3.566067242655663,2.5408333333333335,candidate
44,58.564797817347035,315.28044185075305,3.533970600098428,2.4541666666666666,candidate
44,67.09630777856157,324.3065106658664,3.5209683947247186,2.5033333333333334,candidate
44,73.69612847140552,356.5207264464166,3.5312160831813344,2.5541666666666667,candidate
44,81.84147101008395,392.02921771715955,3.5724217610759297,2.5725,candidate
44,58.99496710075313,287.1846116127149,3.5402865742494214,2.4791666666666665,candidate
44,75.39666288399972,351.0398514094395,3.5353642559252876,2.5433333333333334,candidate
45,14.008606551098334,60.55638087840589,3.5350531837499233,2.0316666666666667,candidate
46,9.588650191163046,28.465312583164177,3.518904335196112,1.6441666666666668,candidate
47,11.308834124104111,48.2608378328207,3.5307591633195443,1.7983333333333333,candidate
48,10.810560144805883,36.43823215341558,3.529415630463518,1.8408333333333333,candidate
49,10.215808199011121,32.38221470364306,3.519092881483857,1.7766666666666666,candidate
50,9.85380538171562,30.108255821923194,3.539453768722524,1.7408333333333332,candidate
51,9.644354341604034,28.078012662601395,3.5195733905520683,1.5933333333333333,candidate
52,12.095411706677048,48.930090332293275,3.5051050449810646,1.9058333333333333,candidate
53,103.39858581933788,460.3929379106571,4.516462908046378,2.6508333333333334,candidate
53,98.22153029932598,434.254952434856,4.542717824980173,2.6125,candidate
53,81.15585606203376,393.22488141389704,4.51233280261431,2.6125,candidate
53,92.42725203072524,420.8214851517291,4.527020854731973,2.6433333333333335,candidate
53,92.41177654826393,422.61351818403455,4.52716575866134,2.6725,candidate
53,77.46805139177444,357.30983218990923,4.507795325826919,2.6016666666666666,candidate
53,79.63671410271807,380.5090854280402,4.53001481560932,2.675,candidate
53,94.04505518428151,397.5163617221233,4.5302977347200795,2.6066666666666665,candidate
53,103.79137508116492,460.74390090524594,4.53268981971496,2.6891666666666665,candidate
53,89.84845185617186,406.47577772837303,4.52651461179812,2.645,candidate
53,88.60152410793198,402.1070978554221,4.534264157705991,2.6708333333333334,candidate
53,59.091515719951396,271.99146348556906,4.509769318555797,2.5316666666666667,candidate
53,93.65138669857465,405.70193745973666,4.5292986926117464,2.703333333333333,candidate
53,85.42639183010083,403.7345631721164,4.54689489194152,2.6375,candidate
53,103.85927834669984,465.81539394823767,4.519637818775891,2.675,candidate
53,91.589113382972,412.00558880668723,4.5171876219154115,2.6491666666666664,candidate
53,79.30842024911894,374.6114469109598,4.514438412840718,2.5908333333333333,candidate
53,114.67641258767006,503.21186510227835,4.5177698851061905,2.745833333333333,candidate
53,86.004120202396,418.5706934924642,4.527368212632609,2.6266666666666665,candidate
53,103.71263814957472,454.45935096751555,4.534555383740553,2.651666666666667,candidate
53,92.76973210839799,397.4773676372324,4.514619039375816,2.654166666666667,candidate
53,104.79509897999729,462.7472866228586,4.521071666958846,2.6758333333333333,candidate
53,94.7183424188113,436.8309961986647,4.531222758811964,2.620833333333333,candidate
53,96.75257316631254,433.75118380592403,4.519778276258876,2.68,candidate
53,85.51628867026989,385.82783778236126,4.52414858449356,2.680833333333333,candidate
53,98.39625898949038,445.8601027266277,4.527850473872604,2.6191666666666666,candidate
53,109.98634843651556,488.6877150800242,4.519993244910324,2.716666666666667,candidate
53,110.14591017136676,474.73705261404484,4.52952861509192,2.6725,candidate
53,87.38776194366672,405.359862556204,4.525842291348226,2.565,candidate
53,96.59810996476651,441.44364382174854,4.517966512127714,2.6325,candidate
53,87.12443669883068,368.7830770209189,4.507255753061827,2.620833333333333,candidate
53,79.39794947027151,356.98589335833003,4.5204902287873665,2.5433333333333334,candidate
53,81.0453255173502,364.9441994633198,4.520154845013167,2.6166666666666667,candidate
53,65.88246787510046,320.4681749401607,4.509569166667006,2.5458333333333334,candidate
53,103.93927104358465,458.7078955877091,4.514799799983848,2.734166666666667,candidate
54,90.40841612893962,409.17552220363314,3.532096496069016,2.6166666666666667,candidate
54,92.39363521587178,411.6172208467765,3.5302778096142333,2.660833333333333,candidate
54,83.17946254745134,374.67344157401885,3.5225338298179167,2.651666666666667,candidate
54,94.22680608528186,432.02632983954936,3.5486829682195093,2.665,candidate
54,90.23951773818085,431.69136406545977,3.5325060482127064,2.7383333333333333,candidate
54,89.72565624820953,418.6669544624674,3.5155126317595204,2.6733333333333333,candidate
54,88.53370279721244,388.2946109702175,3.538027712056987,2.6825,candidate
54,90.72035231990002,418.5351817554829,3.5151079994566317,2.7191666666666667,candidate
54,92.63694937875186,431.2430442219829,3.5232376438939355,2.6075,candidate
54,91.26957557956686,446.50434770191487,3.5338250756958587,2.6966666666666668,candidate
54,94.84370048209603,422.3668859469394,3.524255476557414,2.66,candidate
54,111.5271379693753,480.9232950310393,3.5424681494569086,2.7133333333333334,candidate
54,81.92595109708851,397.16200930804143,3.5278685172415862,2.6325,candidate
54,93.89298436872423,427.11460023468953,3.5556924902186324,2.6675,candidate
54,97.8553055430375,443.3374770360074,3.517545121923831,2.675,candidate
54,84.60782083901275,400.491598003573,3.509861200825995,2.6458333333333335,candidate
54,105.19282959785228,469.35156807348585,3.552085546237265,2.6633333333333336,candidate
54,83.58022996677417,389.71774010516583,3.52008716510295,2.6325,candidate
54,104.59823854007183,477.72447686256464,3.5217487491427164,2.73,candidate
54,90.68338075325269,412.5586322586505,3.5252361765055866,2.655,candidate
54,79.41589391777927,386.95354259808937,3.5359186498037616,2.6233333333333335,candidate
54,87.54820642880242,402.9361489186508,3.541177876872098,2.5991666666666666,candidate
54,96.42246417545732,425.33336099653525,3.546869938527152,2.66,candidate
54,73.95636320143332,363.8646777458812,3.529050924209514,2.5933333333333333,candidate
54,99.92501447268654,433.8987995700045,3.5331551552953897,2.6641666666666666,candidate
54,106.28008453691217,452.73950551672124,3.554159075492862,2.73,candidate
54,93.13291205793203,414.56499203093426,3.5346550537020676,2.683333333333333,candidate
54,111.043069302315,497.2082083540463,3.5175024761441396,2.683333333333333,candidate
54,80.61097425441396,384.3354928069093,3.5418349382166525,2.6925,candidate
54,78.10076677968384,375.6898363556438,3.539990073370973,2.6625,candidate
54,86.59156359164109,408.7921295976603,3.5028667315280018,2.6908333333333334,candidate
54,85.6303755953368,406.61985115628977,3.521206719847669,2.638333333333333,candidate
55,9.886750964069336,26.867299334425752,3.51891714144449,1.645,candidate
56,12.614228530099552,44.556220009897515,3.528503023371968,2.0608333333333335,candidate
57,9.32859279564572,31.387588197461355,3.509156982801869,1.5591666666666666,candidate
58,10.225361202721293,33.037129720880785,3.508484577181889,1.7275,candidate
59,10.529089350169041,32.36565833244322,3.5330093151168285,1.8416666666666666,candidate
60,9.448505871892579,26.463425981358796,3.5178976897097414,1.6133333333333333,candidate
61,10.37503153316296,32.584555266045754,3.5252900193629557,1.8091666666666666,candidate
62,14.75035535809278,48.21227237824428,3.5154705963175275,2.129166666666667,candidate
62,21.44928821839444,99.30713189663629,3.5066884904661038,2.0283333333333333,candidate
63,9.948049514083916,27.81434739920087,3.516446390380679,1.7525,candidate
64,18.116347189278788,89.3601109118672,3.554180521993203,2.129166666666667,candidate
64,26.920219269485283,137.58983157233342,3.5171791130551355,2.1616666666666666,candidate
64,39.51097210529099,177.24059570007603,3.5268815076822193,2.2358333333333333,candidate
64,40.37587312764554,176.00122973094994,3.5298813435154557,2.32,candidate
64,33.84980576274196,160.94023967752128,3.5342404860980423,2.2258333333333336,candidate
64,26.95911529065961,135.9265366263062,3.5169730312693446,2.2475,candidate
64,22.099820479907276,94.96921457584585,3.543208450205384,2.2,candidate
64,47.402733508435084,263.46080443431356,3.524077189090349,2.325,candidate
64,32.495425956172824,167.33625976056692,3.5168267696124076,2.1925,candidate
64,24.82261059953495,125.74891601391755,3.545252696928628,2.1666666666666665,candidate
64,18.44497406763614,107.06039992850128,3.5384855014740424,2.1233333333333335,candidate
64,25.309303435738617,170.22642591554722,3.537615115180074,2.21,candidate
65,9.67600075006147,26.734564660945125,3.5517645154423008,1.61,candidate
66,9.426650007600685,28.590003218100264,3.5277033423749344,1.5908333333333333,candidate
67,9.70463501823401,32.62602735604605,3.5511656215540484,1.675,candidate
68,10.46181285436838,33.39959951751348,3.529632817480433,1.8516666666666666,candidate
69,9.426706312285292,25.056477931900645,3.520811762849121,1.5325,candidate
70,10.461779117230929,35.87627423615277,3.5445111189519594,1.7641666666666667,candidate
71,10.543903064886234,39.95132641359942,3.5028554694854392,1.7816666666666667,candidate
72,42.50170457137072,208.71580469466608,3.5265095814484084,2.275,candidate
72,38.11678248165295,177.17989749570597,3.5183482641264163,2.2125,candidate
72,24.910856944088813,130.2542177112905,3.5131424227661228,2.1966666666666668,candidate
72,28.1182006505052,162.39801971635507,3.542724169871235,2.1975,candidate
72,29.072081656984043,147.26597470132538,3.5199525467321564,2.183333333333333,candidate
72,36.17749754986402,181.97556046665704,3.5154897528318543,2.2275,candidate
72,36.689903724676505,172.13212204526917,3.5129570750652874,2.1958333333333333,candidate
72,35.441798405801855,165.09920014821046,3.533384325211955,2.2666666666666666,candidate
72,39.1152972911609,201.725545491106,3.5483807941485566,2.3366666666666664,candidate
72,35.26318377606269,200.88732828308366,3.533480734524119,2.205,candidate
73,26.949737600524408,122.67401410804041,3.5400643644661614,2.1725,candidate
74,9.725441677026204,24.833621116653603,3.529287613278939,1.6358333333333333,candidate
75,15.992736950534873,78.16239102083136,3.512530463538951,2.0566666666666666,candidate
75,15.361074666798096,65.05994376612989,3.5406596047960193,2.066666666666667,candidate
75,11.196447618434817,40.71027092075292,3.543940737982666,1.9333333333333333,candidate
75,20.88783855952005,84.99685288388173,3.5310447440331245,2.095833333333333,candidate
76,9.849845224042062,30.08252147807275,3.531780397504008,1.7083333333333333,candidate
77,15.779489882139357,67.55485433995909,3.5226252360746457,1.9025,candidate
78,9.607660143107763,34.197637908156594,3.5103029867259465,1.6175,candidate
79,10.212186090121932,34.84496346440301,3.51535300164187,1.7358333333333333,candidate
80,11.407776329888383,46.195434024705264,3.5453756216097645,1.9025,candidate
80,12.259959996439921,44.05866400537843,3.5283228096615176,2.0075,candidate
81,9.301055829906101,24.74796175819347,3.5278514491258193,1.5866666666666667,candidate
82,27.03886912238597,130.6216322184041,3.590359942239303,2.1075,candidate
82,18.935222729014672,74.63213471564791,3.5300184494320206,2.055,candidate
83,32.49588375220382,180.7124478497076,3.527386016014759,2.2925,candidate
83,42.96727315165412,215.99065787390145,3.511341070032131,2.4175,candidate
83,53.08304951008884,241.42343915839547,3.523454744175069,2.3841666666666668,candidate
83,59.35800072669731,284.8593699875819,3.5564185226937752,2.4258333333333333,candidate
83,41.21746165175425,192.83069229464581,3.5435017864977,2.33,candidate
83,47.657547747890185,220.78483050601562,3.519508325802235,2.3658333333333332,candidate
83,65.14515421085697,330.1016153620294,3.523219447685733,2.4591666666666665,candidate
83,50.18151423869344,221.48250529607185,3.5581052809016,2.3758333333333335,candidate
83,43.345375639816716,238.5765548658078,3.556182760743468,2.339166666666667,candidate
83,53.24601871777559,285.01641443505196,3.52187110009163,2.408333333333333,candidate
83,34.72561774241295,172.9950499716956,3.5327759477017935,2.2583333333333333,candidate
83,57.06682574777257,259.2541436110937,3.5174384352249035,2.46,candidate
83,54.04929413570464,259.0154917314626,3.5077499398014425,2.361666666666667,candidate
83,39.7746053120923,186.50066590423467,3.5209137356555402,2.2916666666666665,candidate
83,50.79691107013126,251.0569187195756,3.524314528417108,2.4558333333333335,candidate
83,39.728259172200794,229.89730219968988,3.515792704948126,2.3541666666666665,candidate
83,49.34163119559239,225.5856944570569,3.5200649967928257,2.4066666666666667,candidate
83,45.55243177080767,241.00149612486075,3.531226194543933,2.3341666666666665,candidate
83,50.02827829182892,216.33358424971811,3.524223537070611,2.341666666666667,candidate
83,50.42468955105878,262.47681123100483,3.5281772994990206,2.404166666666667,candidate
83,56.901524038749834,273.4692652616345,3.529876384427098,2.4625,candidate
83,71.83443053867154,349.03469902921233,3.5128676741028357,2.4658333333333333,candidate
83,55.8360450276765,270.0980718888309,3.536983294937727,2.379166666666667,candidate
83,47.82646486448353,216.84289136713915,3.5568051132081564,2.3141666666666665,candidate
83,58.940585718866444,320.73073762852755,3.5163729267908366,2.361666666666667,candidate
83,55.94908529622074,263.92318144909177,3.5657379218525875,2.3825,candidate
83,51.913280387933845,273.1669017263116,3.5504365894681964,2.5125,candidate
83,51.194331410154355,236.9686479011816,3.5340918502540717,2.3608333333333333,candidate
83,53.89538271103117,254.46023713757813,3.5224988674726774,2.408333333333333,candidate
83,56.0766618368699,287.52668462680003,3.514443895730466,2.441666666666667,candidate
83,54.13019836360828,269.6154162293874,3.5193550568013166,2.4091666666666667,candidate
83,47.35045387600861,233.33279281556906,3.534966553839922,2.3825,candidate
83,44.93131496637027,226.94678803686156,3.5463672532891906,2.3766666666666665,candidate
83,60.56667255722675,294.64894383328965,3.517774922700255,2.49,candidate
83,44.24613739638855,239.76492202784993,3.517699989267385,2.3966666666666665,candidate
83,54.97926169560687,281.0837183540639,3.5170440564895102,2.425,candidate
83,41.21716635263703,211.38549985348845,3.5164997114243306,2.3358333333333334,candidate
83,39.755398801818224,228.59990992016492,3.5175304059125665,2.31,candidate
83,57.37675570257036,266.89653452629227,3.535868325843694,2.4391666666666665,candidate
83,62.7387484182853,296.5767239411921,3.520295330027693,2.3975,candidate
83,52.655686961842676,253.11359408730277,3.5434369554920693,2.39,candidate
83,50.8932243863758,264.6008038208188,3.512507860812093,2.3925,candidate
83,67.4781158412446,312.7584002051426,3.5817390188531135,2.4025,candidate
83,38.095127178258416,177.19177160818026,3.5170352916788943,2.3408333333333333,candidate
83,43.46640963313978,194.15142670304294,3.527826010112449,2.3125,candidate
83,59.672659050428344,298.3516686374883,3.5239832744739488,2.3691666666666666,candidate
83,48.07734353422414,243.54113078782848,3.5177589299814827,2.3825,candidate
83,51.22938661856429,261.6659289159802,3.549015650364936,2.3758333333333335,candidate
83,49.55031676586825,236.70305306368573,3.5453525073498895,2.395,candidate
83,48.3109441122517,255.01099934406193,3.522477573310425,2.444166666666667,candidate
83,50.29857920685291,277.54700710416046,3.5198301632061657,2.348333333333333,candidate
83,57.888999141013315,271.3665729705731,3.509169587019983,2.3716666666666666,candidate
83,41.83941604407266,212.78920817297694,3.5517617109178445,2.3991666666666664,candidate
83,45.628136857569906,252.34663798544398,3.542873786570908,2.4008333333333334,candidate
83,61.2323160615851,300.40615651626376,3.5148788961496393,2.444166666666667,candidate
83,59.162733538359454,285.1304620103506,3.5387887048850644,2.4283333333333332,candidate
83,39.66421986909094,219.10767478888374,3.504235152553292,2.359166666666667,candidate
83,55.141998846478415,280.3345243207009,3.5274041253393875,2.473333333333333,candidate
84,9.250207365154004,25.708071931779614,3.5213269533264793,1.5441666666666667,candidate
85,10.098940356545443,32.16057451375673,3.52033792535417,1.7966666666666666,candidate
86,10.29519012102381,38.47058781463147,3.53400368418761,1.7933333333333332,candidate
87,9.206144625778471,24.045773280550293,3.515076287286206,1.5716666666666668,candidate
88,9.365875729574803,27.54954479663229,3.525112650898791,1.6008333333333333,candidate
89,9.920264390828695,29.082402965742403,3.532195696376675,1.7541666666666667,candidate
90,9.333733725701636,29.44781993908373,3.536138415411756,1.5108333333333333,candidate
91,10.12643146595428,32.25223342185677,3.523413801022798,1.76,candidate
91,9.935575210588564,28.379443436951533,3.529998666501612,1.7191666666666667,candidate
92,20.77535415436295,95.75959918340777,3.5287965126776726,2.1025,candidate
92,14.219555646560716,52.50162910418976,3.506915600256889,2.0591666666666666,candidate
92,15.224237143408935,58.245075483820756,3.527460492888167,2.0625,candidate
92,20.45788722723284,79.38193608937445,3.5151614926667207,2.109166666666667,candidate
92,18.340142365882333,84.44222514101511,3.5123900087086213,2.0775,candidate
92,16.95554308880735,82.80482983186357,3.5140674520903303,2.046666666666667,candidate
92,19.44734752078791,80.67432155070537,3.533208113732485,2.1341666666666668,candidate
92,28.80208542432269,125.47717385548776,3.5064027639346023,2.131666666666667,candidate
92,26.078764129789633,122.01065888263065,3.5170722483485406,2.1433333333333335,candidate
92,13.22811673202073,45.22042521717685,3.5188636043432098,2.0525,candidate
92,22.11206782868597,83.88278326503814,3.520870614083833,2.0616666666666665,candidate
92,13.06812482286181,46.95877309711523,3.533082643275975,2.02,candidate
92,14.46603128590087,51.44992081296505,3.5785445946253276,2.0658333333333334,candidate
92,16.38557966123651,77.32481321049636,3.512236895630849,2.1075,candidate
92,19.341582931365107,107.2578814031749,3.5379295461880247,2.1158333333333332,candidate
92,28.485077073767986,146.08183072347992,3.5318193683010577,2.160833333333333,candidate
93,71.68394166835222,339.981485474666,3.5589285564753936,2.513333333333333,candidate
93,78.13798809536395,368.73601453795254,3.602080136198765,2.5633333333333335,candidate
93,74.6195970859879,354.84678501776716,3.631639263629495,2.5475,candidate
93,80.54528410616834,392.3510562088172,3.6458929611499116,2.6175,candidate
93,60.16320064593897,289.5365808226247,3.516577322391413,2.5091666666666668,candidate
93,82.08201727116517,357.90933375815166,3.6110955678739174,2.4983333333333335,candidate
93,73.16792811089596,334.6566105273032,3.6147873163499753,2.5683333333333334,candidate
93,74.06602195600865,346.75111573544655,3.548854873174605,2.5825,candidate
93,66.09992570917001,289.2092779853979,3.542486213235634,2.5341666666666667,candidate
93,66.08076019594282,313.56804591429045,3.617474099917132,2.484166666666667,candidate
93,59.47116027077126,313.66421537995484,3.6534768352489664,2.533333333333333,candidate
93,80.68672570447183,365.54642556920635,3.6016007733319384,2.53,candidate
93,72.12256171780294,345.2001528122955,3.555780939827855,2.5658333333333334,candidate
93,77.94271423524376,367.49787684823696,3.592555264508519,2.505,candidate
93,82.90913047297093,414.58161346617817,3.656912157653096,2.5541666666666667,candidate
93,78.81531622829044,370.39486154956785,3.5632233363919568,2.5308333333333333,candidate
93,89.01619855082578,409.7645554730325,3.518562642964298,2.6308333333333334,candidate
93,66.54285127048445,331.56627334905306,3.5904098207265633,2.4916666666666667,candidate
93,73.85065368962577,335.7304632953592,3.571028568915523,2.5341666666666667,candidate
93,89.48417150849262,395.1093295879191,3.6478895213699616,2.5375,candidate
93,79.67679441530403,373.5897793731242,3.537511591498742,2.5275,candidate
93,81.19253709018709,395.3541843111757,3.54629688977775,2.5741666666666667,candidate
93,72.11836964460215,344.32243334854684,3.525644203720958,2.5408333333333335,candidate
93,52.50614079663866,255.41577379416913,3.5495624654108724,2.475,candidate
93,65.73167506889976,335.76013365801236,3.636720668052135,2.53,candidate
93,62.802853050932534,294.6622732421765,3.6260533651211517,2.4683333333333333,candidate
93,59.62123281257335,304.32277215131444,3.5484457202167192,2.4383333333333335,candidate
93,76.01008085240377,343.1933317799999,3.60521649237171,2.5475,candidate
93,61.55180587967667,320.240208019095,3.5499565565061175,2.4991666666666665,candidate
93,73.1559947930056,344.81410743996594,3.6079671006427816,2.5383333333333336,candidate
93,71.88144893475999,330.24442500295436,3.5220011147312107,2.5608333333333335,candidate
93,84.12092754743952,397.10946745257843,3.6180038380070982,2.5833333333333335,candidate
